Date,HomeTeam,AwayTeam,Elo_H_before,Elo_A_before,GoalsScore_H,GoalsAgainst_H,GoalDifference_H,WinStreak_H,LoseStreak_H,Wins_H,Losses_H,WinRate_H,GoalsScore_H_avg,GoalsAgainst_H_avg,Home_adv_elo,GoalsScore_A,GoalsAgainst_A,GoalDifference_A,WinStreak_A,LoseStreak_A,Wins_A,Losses_A,WinRate_A,GoalsScore_A_avg,GoalsAgainst_A_avg,H2H_score,H2H_GS_H_total,H2H_GS_A_total,H2H_GS_H_avg,H2H_GS_A_avg,Full Time Home Goals,Full Time Away Goals
2011-03-19,West Brom,Arsenal,1441.5469045140962,1687.1192503507177,8.0,9.0,-1.0,1,0,1.0,1.0,0.2,1.6,1.8,-22.500000000000004,9.0,5.0,4.0,0,0,3.0,0.0,0.6,1.8,1.0,-2,8,13,1.1428571428571428,1.8571428571428572,2,2
2011-03-19,Tottenham,West Ham,1588.9030675942593,1497.227325900402,9.0,8.0,1.0,0,0,3.0,1.0,0.6,1.8,1.6,37.49999999999999,12.0,6.0,6.0,2,0,3.0,1.0,0.6,2.4,1.2,5,19,9,1.7272727272727273,0.8181818181818182,0,0
2011-03-19,Stoke,Newcastle,1487.9063092401107,1506.314304545507,4.0,8.0,-4.0,0,1,1.0,3.0,0.2,0.8,1.6,37.49999999999999,8.0,7.0,1.0,0,1,1.0,1.0,0.2,1.6,1.4,1,5,4,1.6666666666666667,1.3333333333333333,4,0
2011-03-19,Man United,Bolton,1715.7887920651976,1503.155641750658,9.0,8.0,1.0,0,2,2.0,3.0,0.4,1.8,1.6,157.5,8.0,5.0,3.0,1,0,3.0,1.0,0.6,1.6,1.0,9,31,9,2.3846153846153846,0.6923076923076923,1,0
2011-03-19,Everton,Fulham,1585.75309976324,1532.9653218267679,10.0,7.0,3.0,0,0,3.0,1.0,0.6,2.0,1.4,97.5,7.0,5.0,2.0,1,0,2.0,0.0,0.4,1.4,1.0,2,17,10,1.3076923076923077,0.7692307692307693,2,1
2011-03-19,Blackburn,Blackpool,1477.3318877474776,1473.7087965848798,6.0,12.0,-6.0,0,2,0.0,4.0,0.0,1.2,2.4,37.5,8.0,14.0,-6.0,0,2,1.0,3.0,0.2,1.6,2.8,1,2,1,2.0,1.0,2,2
2011-03-19,Aston Villa,Wolves,1532.3313878911777,1457.6720277510592,10.0,10.0,0.0,0,1,1.0,2.0,0.2,2.0,2.0,67.5,10.0,7.0,3.0,0,0,2.0,1.0,0.4,2.0,1.4,1,5,4,1.6666666666666667,1.3333333333333333,0,1
2011-03-20,Chelsea,Man City,1694.8552889017917,1615.064034923695,9.0,5.0,4.0,2,0,3.0,1.0,0.6,1.8,1.0,67.5,8.0,5.0,3.0,1,0,2.0,1.0,0.4,1.6,1.0,4,22,9,1.6923076923076923,0.6923076923076923,2,0
2011-03-20,Sunderland,Liverpool,1505.486546432839,1604.0485485688475,5.0,11.0,-6.0,0,0,0.0,4.0,0.0,1.0,2.2,-22.500000000000004,8.0,5.0,3.0,1,0,3.0,1.0,0.6,1.6,1.0,-6,3,16,0.3333333333333333,1.7777777777777777,0,2
2011-04-02,Arsenal,Blackburn,1681.3444739373397,1476.1753842668993,9.0,6.0,3.0,0,0,2.0,0.0,0.4,1.8,1.2,127.50000000000001,8.0,13.0,-5.0,0,0,0.0,3.0,0.0,1.6,2.6,8,35,9,2.6923076923076925,0.6923076923076923,0,0
2011-04-02,Birmingham,Bolton,1478.7651091468854,1501.8959826359865,4.0,8.0,-4.0,0,1,1.0,3.0,0.2,0.8,1.6,37.5,7.0,6.0,1.0,0,1,2.0,2.0,0.4,1.4,1.2,-3,8,13,0.8888888888888888,1.4444444444444444,2,1
2011-04-02,Everton,Aston Villa,1589.5976366228153,1523.2959787734285,7.0,5.0,2.0,1,0,3.0,1.0,0.6,1.4,1.0,67.5,9.0,8.0,1.0,0,2,1.0,2.0,0.2,1.8,1.6,-3,19,23,1.4615384615384615,1.7692307692307692,2,2
2011-04-02,Newcastle,Wolves,1491.234308832723,1466.7074368688084,4.0,7.0,-3.0,0,2,1.0,2.0,0.2,0.8,1.4,7.5,9.0,6.0,3.0,1,0,2.0,1.0,0.4,1.8,1.2,0,1,1,1.0,1.0,4,1
2011-04-02,Stoke,Chelsea,1502.9863049528947,1701.0308360699526,5.0,6.0,-1.0,1,0,1.0,3.0,0.2,1.0,1.2,37.50000000000001,7.0,3.0,4.0,3,0,3.0,1.0,0.6,1.4,0.6,-5,2,15,0.4,3.0,1,1
2011-04-02,West Brom,Liverpool,1447.3216809274743,1610.9733148077398,10.0,8.0,2.0,0,0,1.0,0.0,0.2,2.0,1.6,-52.5,8.0,5.0,3.0,2,0,3.0,1.0,0.6,1.6,1.0,-7,0,17,0.0,2.4285714285714284,2,1
2011-04-02,West Ham,Man United,1500.585762281441,1717.0484511798693,9.0,5.0,4.0,0,0,2.0,1.0,0.4,1.8,1.0,37.49999999999999,9.0,6.0,3.0,1,0,3.0,2.0,0.6,1.8,1.2,-5,6,21,0.5454545454545454,1.9090909090909092,2,4
2011-04-02,Wigan,Tottenham,1446.2047333000066,1585.5446312132203,7.0,10.0,-3.0,1,0,2.0,2.0,0.4,1.4,2.0,7.5,8.0,8.0,0.0,0,0,2.0,1.0,0.4,1.6,1.6,-3,11,27,1.0,2.4545454545454546,0,0
2011-04-03,Man City,Sunderland,1608.8884877555342,1498.5617801939468,6.0,5.0,1.0,0,1,2.0,2.0,0.4,1.2,1.0,67.5,3.0,9.0,-6.0,0,1,0.0,4.0,0.0,0.6,1.8,6,16,8,1.7777777777777777,0.8888888888888888,5,0
2011-04-03,Fulham,Blackpool,1529.1207849671925,1474.865300065458,7.0,7.0,0.0,0,1,1.0,1.0,0.2,1.4,1.4,127.50000000000001,7.0,11.0,-4.0,0,0,1.0,2.0,0.2,1.4,2.2,0,2,2,2.0,2.0,3,0
2011-04-09,Blackburn,Birmingham,1482.630826434063,1485.3669553204472,5.0,9.0,-4.0,0,0,0.0,2.0,0.0,1.0,1.8,7.5,5.0,9.0,-4.0,1,0,1.0,3.0,0.2,1.0,1.8,-2,14,17,1.5555555555555556,1.8888888888888888,1,1
2011-04-09,Bolton,West Ham,1495.2941364624246,1495.2408246491166,7.0,6.0,1.0,0,2,2.0,2.0,0.4,1.4,1.2,67.5,11.0,8.0,3.0,0,1,2.0,1.0,0.4,2.2,1.6,8,26,11,2.3636363636363638,1.0,3,0
2011-04-09,Chelsea,Wigan,1697.006683229368,1449.6223584450147,8.0,3.0,5.0,0,0,3.0,0.0,0.6,1.6,0.6,97.5,3.0,7.0,-4.0,0,0,1.0,2.0,0.2,0.6,1.4,8,30,7,2.727272727272727,0.6363636363636364,1,0
2011-04-09,Man United,Fulham,1722.3933888121937,1535.777927437165,11.0,7.0,4.0,2,0,3.0,2.0,0.6,2.2,1.4,157.5,8.0,5.0,3.0,1,0,2.0,1.0,0.4,1.6,1.0,7,29,14,2.230769230769231,1.0769230769230769,2,0
2011-04-09,Sunderland,West Brom,1489.7983034524495,1457.1207992261714,1.0,11.0,-10.0,0,2,0.0,4.0,0.0,0.2,2.2,7.5,9.0,6.0,3.0,1,0,2.0,0.0,0.4,1.8,1.2,0,6,5,1.2,1.0,2,3
2011-04-09,Tottenham,Stoke,1582.1270060682123,1507.0104577934792,6.0,7.0,-1.0,0,0,1.0,1.0,0.2,1.2,1.4,97.5,6.0,6.0,0.0,0,0,1.0,2.0,0.2,1.2,1.2,1,8,6,1.6,1.2,3,2
2011-04-09,Wolves,Everton,1454.2994143550668,1586.1367368047781,10.0,8.0,2.0,0,1,2.0,1.0,0.4,2.0,1.6,67.5,9.0,5.0,4.0,0,0,3.0,0.0,0.6,1.8,1.0,0,2,2,0.6666666666666666,0.6666666666666666,0,3
2011-04-10,Aston Villa,Newcastle,1526.7568785914657,1503.6423313464645,9.0,8.0,1.0,0,0,1.0,2.0,0.2,1.8,1.6,37.5,8.0,8.0,0.0,1,0,2.0,2.0,0.4,1.6,1.6,1,17,17,1.5454545454545454,1.5454545454545454,1,0
2011-04-10,Blackpool,Arsenal,1468.2081575954855,1674.889031770176,6.0,13.0,-7.0,0,1,1.0,3.0,0.2,1.2,2.6,-22.500000000000004,5.0,2.0,3.0,0,0,2.0,0.0,0.4,1.0,0.4,-1,0,6,0.0,6.0,1,3
2011-04-11,Liverpool,Man City,1601.1741965090428,1617.6519644970315,8.0,7.0,1.0,0,1,2.0,2.0,0.4,1.6,1.4,97.5,8.0,5.0,3.0,1,0,2.0,2.0,0.4,1.6,1.0,4,12,10,0.9230769230769231,0.7692307692307693,3,0
2011-04-16,West Brom,Chelsea,1464.7116456757167,1698.4538211169338,11.0,7.0,4.0,2,0,3.0,0.0,0.6,2.2,1.4,-52.5,9.0,3.0,6.0,1,0,4.0,0.0,0.8,1.8,0.6,-7,2,22,0.2857142857142857,3.142857142857143,1,3
2011-04-16,Blackpool,Wigan,1464.0106126943995,1448.175220557449,4.0,15.0,-11.0,0,2,0.0,4.0,0.0,0.8,3.0,37.5,2.0,7.0,-5.0,0,1,1.0,3.0,0.2,0.4,1.4,1,4,0,4.0,0.0,1,3
2011-04-16,Everton,Blackburn,1597.1397436138493,1482.49401604227,10.0,5.0,5.0,1,0,3.0,0.0,0.6,2.0,1.0,97.5,6.0,10.0,-4.0,0,0,0.0,2.0,0.0,1.2,2.0,2,14,9,1.0769230769230769,0.6923076923076923,2,0
2011-04-16,Birmingham,Sunderland,1485.5037657122402,1482.2074570029042,6.0,8.0,-2.0,0,0,1.0,2.0,0.2,1.2,1.6,37.5,2.0,12.0,-10.0,0,3,0.0,4.0,0.0,0.4,2.4,1,9,10,1.2857142857142858,1.4285714285714286,2,0
2011-04-16,West Ham,Aston Villa,1484.3735402101158,1532.3374328875018,8.0,8.0,0.0,0,2,2.0,2.0,0.4,1.6,1.6,37.5,9.0,7.0,2.0,1,0,2.0,2.0,0.4,1.8,1.4,-1,12,12,1.0909090909090908,1.0909090909090908,1,2
2011-04-17,Arsenal,Liverpool,1679.086576671262,1611.4820279778814,6.0,3.0,3.0,1,0,2.0,0.0,0.4,1.2,0.6,7.5,10.0,6.0,4.0,1,0,3.0,2.0,0.6,2.0,1.2,2,21,18,1.6153846153846154,1.3846153846153846,1,1
2011-04-19,Newcastle,Man United,1498.0617770504284,1724.6966847084875,6.0,9.0,-3.0,0,1,1.0,3.0,0.2,1.2,1.8,-22.500000000000004,9.0,7.0,2.0,3,0,3.0,2.0,0.6,1.8,1.4,-9,7,30,0.6363636363636364,2.727272727272727,0,0
2011-04-20,Chelsea,Birmingham,1701.592130189668,1495.0291444324612,10.0,3.0,7.0,2,0,4.0,0.0,0.8,2.0,0.6,97.50000000000001,7.0,5.0,2.0,1,0,2.0,1.0,0.4,1.4,1.0,4,11,4,1.2222222222222223,0.4444444444444444,3,1
2011-04-20,Tottenham,Arsenal,1585.6001217296282,1677.0282163956747,7.0,8.0,-1.0,1,0,1.0,1.0,0.2,1.4,1.6,7.5,6.0,4.0,2.0,0,0,1.0,0.0,0.2,1.2,0.8,-4,19,28,1.4615384615384615,2.1538461538461537,3,3
2011-04-23,Aston Villa,Stoke,1539.0283848843503,1503.5373421320633,7.0,7.0,0.0,2,0,2.0,2.0,0.4,1.4,1.4,97.5,8.0,8.0,0.0,0,1,1.0,2.0,0.2,1.6,1.6,-1,6,7,1.2,1.4,1,1
2011-04-23,Blackpool,Newcastle,1451.650761047987,1503.5869834360797,5.0,14.0,-9.0,0,3,0.0,4.0,0.0,1.0,2.8,7.5,5.0,8.0,-3.0,0,0,1.0,3.0,0.2,1.0,1.6,1,2,0,2.0,0.0,1,1
2011-04-23,Chelsea,West Ham,1704.4492666892675,1477.6825882132673,10.0,3.0,7.0,3,0,4.0,0.0,0.8,2.0,0.6,97.50000000000001,6.0,9.0,-3.0,0,3,1.0,3.0,0.2,1.2,1.8,9,27,7,2.4545454545454546,0.6363636363636364,3,0
2011-04-23,Liverpool,Birmingham,1613.5403882534688,1492.1720079328618,10.0,4.0,6.0,0,0,3.0,1.0,0.6,2.0,0.8,97.50000000000001,7.0,7.0,0.0,0,1,2.0,2.0,0.4,1.4,1.4,-2,8,11,0.8888888888888888,1.2222222222222223,5,0
2011-04-23,Man United,Everton,1719.1714783228363,1601.703284436977,8.0,5.0,3.0,0,0,3.0,1.0,0.6,1.6,1.0,97.5,10.0,4.0,6.0,2,0,3.0,0.0,0.6,2.0,0.8,5,22,12,1.6923076923076923,0.9230769230769231,1,0
2011-04-23,Sunderland,Wigan,1472.6820782826833,1460.5350722038613,2.0,12.0,-10.0,0,4,0.0,4.0,0.0,0.4,2.4,-22.500000000000004,5.0,4.0,1.0,1,0,2.0,2.0,0.4,1.0,0.8,-4,6,11,0.6666666666666666,1.2222222222222223,4,2
2011-04-23,Tottenham,West Brom,1587.8827698378414,1461.5733366029824,9.0,8.0,1.0,0,0,1.0,0.0,0.2,1.8,1.6,7.5,11.0,9.0,2.0,0,1,3.0,1.0,0.6,2.2,1.8,0,6,8,0.8571428571428571,1.1428571428571428,2,2
2011-04-23,Wolves,Fulham,1443.2964075459956,1533.4746315408713,9.0,10.0,-1.0,0,2,2.0,2.0,0.4,1.8,2.0,67.5,8.0,7.0,1.0,0,1,2.0,2.0,0.4,1.6,1.4,0,3,3,1.0,1.0,1,1
2011-04-24,Bolton,Arsenal,1506.1614209014253,1674.7455682874615,8.0,6.0,2.0,1,0,2.0,2.0,0.4,1.6,1.2,67.5,9.0,7.0,2.0,0,0,1.0,0.0,0.2,1.8,1.4,-5,16,25,1.2307692307692308,1.9230769230769231,2,1
2011-04-25,Blackburn,Man City,1477.9304752191424,1607.3441330281928,5.0,8.0,-3.0,0,1,0.0,2.0,0.0,1.0,1.6,37.5,7.0,6.0,1.0,0,1,2.0,2.0,0.4,1.4,1.2,1,18,17,1.3846153846153846,1.3076923076923077,0,1
2011-04-26,Stoke,Wolves,1506.9803923828295,1443.9415634227635,8.0,8.0,0.0,0,0,1.0,2.0,0.2,1.6,1.6,67.5,6.0,11.0,-5.0,0,0,1.0,2.0,0.2,1.2,2.2,-1,3,4,1.0,1.3333333333333333,3,0
2011-04-27,Fulham,Bolton,1532.8294756641035,1514.663856006077,8.0,7.0,1.0,0,0,2.0,2.0,0.4,1.6,1.4,127.50000000000001,9.0,6.0,3.0,2,0,3.0,2.0,0.6,1.8,1.2,2,16,13,1.2307692307692308,1.0,3,0
2011-04-30,Blackburn,Bolton,1472.9972088535815,1506.814596601051,3.0,6.0,-3.0,0,2,0.0,2.0,0.0,0.6,1.2,7.5,6.0,7.0,-1.0,0,1,2.0,3.0,0.4,1.2,1.4,3,17,9,1.3076923076923077,0.6923076923076923,1,0
2011-04-30,Blackpool,Stoke,1452.8976253862315,1515.3689941582415,5.0,12.0,-7.0,0,0,0.0,3.0,0.0,1.0,2.4,37.5,11.0,5.0,6.0,1,0,2.0,1.0,0.4,2.2,1.0,1,1,0,1.0,0.0,0,0
2011-04-30,Chelsea,Tottenham,1707.6856359587598,1584.4216990252055,11.0,3.0,8.0,4,0,4.0,0.0,0.8,2.2,0.6,97.5,8.0,7.0,1.0,0,0,1.0,0.0,0.2,1.6,1.4,3,20,12,1.5384615384615385,0.9230769230769231,2,1
2011-04-30,Sunderland,Fulham,1483.9424818208863,1540.6787350691293,6.0,14.0,-8.0,1,0,1.0,4.0,0.2,1.2,2.8,37.5,8.0,5.0,3.0,1,0,2.0,2.0,0.4,1.6,1.0,1,8,6,0.8888888888888888,0.6666666666666666,0,3
2011-04-30,West Brom,Aston Villa,1465.0344074156183,1535.5853346335841,10.0,10.0,0.0,0,0,2.0,1.0,0.4,2.0,2.0,7.5,6.0,5.0,1.0,0,0,2.0,1.0,0.4,1.2,1.0,-4,6,10,0.8571428571428571,1.4285714285714286,2,1
2011-04-30,Wigan,Everton,1449.2746686656583,1598.8633016070453,7.0,7.0,0.0,0,1,2.0,2.0,0.4,1.4,1.4,7.5,9.0,4.0,5.0,0,1,3.0,1.0,0.6,1.8,0.8,-4,8,16,0.7272727272727273,1.4545454545454546,1,1
2011-05-01,Arsenal,Man United,1666.24313318281,1722.0114611527679,8.0,7.0,1.0,0,1,1.0,1.0,0.2,1.6,1.4,7.5,8.0,2.0,6.0,1,0,4.0,0.0,0.8,1.6,0.4,-4,12,20,0.9230769230769231,1.5384615384615385,1,0
2011-05-01,Birmingham,Wolves,1484.9693573176428,1435.5529616473514,6.0,10.0,-4.0,0,2,2.0,2.0,0.4,1.2,2.0,67.5,3.0,11.0,-8.0,0,1,1.0,3.0,0.2,0.6,2.2,1,3,2,1.0,0.6666666666666666,1,1
2011-05-01,Liverpool,Newcastle,1620.7430388686878,1502.3401190978352,12.0,3.0,9.0,1,0,3.0,1.0,0.6,2.4,0.6,97.50000000000001,5.0,7.0,-2.0,0,0,1.0,2.0,0.2,1.0,1.4,5,26,9,2.3636363636363638,0.8181818181818182,3,0
2011-05-01,Man City,West Ham,1612.2773993937537,1474.446218943775,7.0,5.0,2.0,1,0,3.0,2.0,0.6,1.4,1.0,97.50000000000001,3.0,12.0,-9.0,0,4,0.0,4.0,0.0,0.6,2.4,5,18,7,1.6363636363636365,0.6363636363636364,2,1
2011-05-07,Tottenham,Blackpool,1581.6611096572556,1453.6070714451976,9.0,9.0,0.0,0,1,1.0,1.0,0.2,1.8,1.8,67.5,3.0,10.0,-7.0,0,0,0.0,3.0,0.0,0.6,2.0,-1,1,3,1.0,3.0,1,1
2011-05-07,Newcastle,Birmingham,1496.6859962811736,1481.8894332756179,5.0,6.0,-1.0,0,1,1.0,2.0,0.2,1.0,1.2,37.5,5.0,10.0,-5.0,0,0,1.0,2.0,0.2,1.0,2.0,4,10,5,1.4285714285714286,0.7142857142857143,2,1
2011-05-07,West Ham,Blackburn,1471.8775934970927,1480.3645887515422,4.0,14.0,-10.0,0,5,0.0,5.0,0.0,0.8,2.8,67.5,2.0,4.0,-2.0,1,0,1.0,2.0,0.2,0.4,0.8,5,18,10,1.6363636363636365,0.9090909090909091,1,1
2011-05-07,Bolton,Sunderland,1499.4472167030904,1470.9598132223816,6.0,7.0,-1.0,0,2,2.0,3.0,0.4,1.2,1.4,157.5,6.0,15.0,-9.0,0,1,1.0,4.0,0.2,1.2,3.0,-1,9,10,1.0,1.1111111111111112,1,2
2011-05-07,Everton,Man City,1595.2225179584102,1614.846024840436,8.0,4.0,4.0,0,0,2.0,1.0,0.4,1.6,0.8,67.5,8.0,6.0,2.0,2,0,3.0,2.0,0.6,1.6,1.2,6,17,9,1.3076923076923077,0.6923076923076923,2,1
2011-05-07,Aston Villa,Wigan,1527.6373864954676,1452.9154523142934,7.0,6.0,1.0,0,1,2.0,1.0,0.4,1.4,1.2,37.5,6.0,7.0,-1.0,0,0,1.0,2.0,0.2,1.2,1.4,0,13,13,1.1818181818181819,1.1818181818181819,1,1
2011-05-08,Man United,Chelsea,1714.2925205137117,1710.4462253267097,7.0,3.0,4.0,0,1,3.0,1.0,0.6,1.4,0.6,67.5,12.0,3.0,9.0,5,0,5.0,0.0,1.0,2.4,0.6,-4,12,16,0.9230769230769231,1.2307692307692308,2,1
2011-05-08,Stoke,Arsenal,1514.6595480992755,1673.9620738218662,7.0,5.0,2.0,0,0,1.0,1.0,0.2,1.4,1.0,67.5,9.0,7.0,2.0,1,0,2.0,1.0,0.4,1.8,1.4,-3,4,11,0.8,2.2,3,1
2011-05-08,Wolves,West Brom,1438.6328856893763,1472.9823555537348,3.0,12.0,-9.0,0,0,0.0,3.0,0.0,0.6,2.4,7.5,10.0,9.0,1.0,1,0,3.0,1.0,0.6,2.0,1.8,0,1,1,1.0,1.0,3,1
2011-05-09,Fulham,Liverpool,1553.661403667634,1626.3971616853494,10.0,3.0,7.0,2,0,3.0,1.0,0.6,2.0,0.6,67.5,13.0,3.0,10.0,2,0,3.0,1.0,0.6,2.6,0.6,-5,10,23,0.7692307692307693,1.7692307692307692,2,5
2011-05-10,Man City,Tottenham,1608.9911217400447,1576.9766178894693,9.0,6.0,3.0,0,1,3.0,2.0,0.6,1.8,1.2,97.50000000000001,10.0,10.0,0.0,0,0,1.0,1.0,0.2,2.0,2.0,-10,9,22,0.6923076923076923,1.6923076923076923,1,0
2011-05-14,Sunderland,Wolves,1480.4790260812583,1450.323641420687,8.0,11.0,-3.0,1,0,2.0,3.0,0.4,1.6,2.2,7.5,5.0,9.0,-4.0,1,0,1.0,2.0,0.2,1.0,1.8,-1,8,7,2.6666666666666665,2.3333333333333335,1,3
2011-05-14,West Brom,Everton,1461.2915998224241,1601.0774210588015,9.0,11.0,-2.0,0,1,2.0,2.0,0.4,1.8,2.2,7.5,8.0,3.0,5.0,1,0,3.0,1.0,0.6,1.6,0.6,0,13,9,1.8571428571428572,1.2857142857142858,1,0
2011-05-14,Blackpool,Bolton,1458.2915632129839,1489.9280038442137,4.0,8.0,-4.0,0,0,0.0,2.0,0.0,0.8,1.6,7.5,6.0,7.0,-1.0,0,3,2.0,3.0,0.4,1.2,1.4,0,2,2,2.0,2.0,4,3
2011-05-14,Blackburn,Man United,1482.0030221523248,1719.6466474057463,3.0,5.0,-2.0,0,0,1.0,2.0,0.2,0.6,1.0,7.5,5.0,2.0,3.0,1,0,3.0,1.0,0.6,1.0,0.4,-5,11,26,0.8461538461538461,2.0,1,1
2011-05-15,Birmingham,Fulham,1476.1303881860113,1540.039772945947,5.0,11.0,-6.0,0,1,1.0,3.0,0.2,1.0,2.2,37.5,9.0,8.0,1.0,0,1,2.0,2.0,0.4,1.8,1.6,0,9,10,1.0,1.1111111111111112,0,2
2011-05-15,Chelsea,Newcastle,1705.092098434675,1502.4450413707805,12.0,5.0,7.0,0,1,4.0,1.0,0.8,2.4,1.0,127.50000000000001,3.0,6.0,-3.0,1,0,1.0,2.0,0.2,0.6,1.2,5,16,4,1.4545454545454546,0.36363636363636365,2,2
2011-05-15,Liverpool,Tottenham,1640.0187924070362,1572.7636425682997,17.0,3.0,14.0,3,0,4.0,0.0,0.8,3.4,0.6,127.50000000000001,7.0,9.0,-2.0,0,1,0.0,2.0,0.0,1.4,1.8,3,20,12,1.5384615384615385,0.9230769230769231,0,2
2011-05-15,Arsenal,Aston Villa,1660.6925377233783,1524.6667425855294,7.0,9.0,-2.0,0,1,1.0,2.0,0.2,1.4,1.8,37.5,6.0,5.0,1.0,0,0,2.0,1.0,0.4,1.2,1.0,6,25,11,1.9230769230769231,0.8461538461538461,1,2
2011-05-15,Wigan,West Ham,1455.8860962242316,1470.2391600963101,7.0,8.0,-1.0,0,0,1.0,2.0,0.2,1.4,1.6,67.5,3.0,11.0,-8.0,0,0,0.0,4.0,0.0,0.6,2.2,-2,12,15,1.0909090909090908,1.3636363636363635,3,2
2011-05-17,Man City,Stoke,1613.2040970612143,1527.9290841977634,5.0,6.0,-1.0,1,0,3.0,2.0,0.6,1.0,1.2,127.50000000000001,9.0,5.0,4.0,1,0,2.0,1.0,0.4,1.8,1.0,1,7,3,1.4,0.6,3,0
2011-05-22,Aston Villa,Liverpool,1534.057642605745,1624.7951554752783,7.0,6.0,1.0,1,0,2.0,1.0,0.4,1.4,1.2,7.5,14.0,5.0,9.0,0,1,3.0,1.0,0.6,2.8,1.0,-7,10,25,0.7692307692307693,1.9230769230769231,1,0
2011-05-22,Bolton,Man City,1482.5962119271464,1618.9450528610057,6.0,11.0,-5.0,0,4,1.0,4.0,0.2,1.2,2.2,97.50000000000001,8.0,3.0,5.0,2,0,4.0,1.0,0.8,1.6,0.6,0,13,12,1.0,0.9230769230769231,0,2
2011-05-22,Everton,Chelsea,1592.163346590555,1698.6586331571407,5.0,4.0,1.0,0,1,2.0,2.0,0.4,1.0,0.8,37.49999999999999,11.0,6.0,5.0,0,0,3.0,1.0,0.6,2.2,1.2,-4,11,17,0.8461538461538461,1.3076923076923077,1,0
2011-05-22,Fulham,Arsenal,1550.0719903659087,1651.3016377031627,11.0,6.0,5.0,1,0,3.0,1.0,0.6,2.2,1.2,67.5,7.0,10.0,-3.0,0,2,1.0,3.0,0.2,1.4,2.0,-8,7,29,0.5384615384615384,2.230769230769231,2,2
2011-05-22,Man United,Blackpool,1714.3962660160164,1465.623355130051,4.0,3.0,1.0,0,0,2.0,1.0,0.4,0.8,0.6,157.5,7.0,8.0,-1.0,1,0,1.0,1.0,0.2,1.4,1.6,1,3,2,3.0,2.0,4,2
2011-05-22,Newcastle,West Brom,1508.878506648315,1470.2056742906707,5.0,7.0,-2.0,0,0,1.0,1.0,0.2,1.0,1.4,7.5,7.0,9.0,-2.0,1,0,2.0,2.0,0.4,1.4,1.8,4,15,7,2.142857142857143,1.0,3,3
2011-05-22,Stoke,Wigan,1522.188128397972,1461.6267783338335,7.0,5.0,2.0,0,1,2.0,1.0,0.4,1.4,1.0,67.5,10.0,9.0,1.0,1,0,2.0,1.0,0.4,2.0,1.8,1,7,5,1.4,1.0,0,1
2011-05-22,Tottenham,Birmingham,1587.9872795000576,1466.0981707660496,6.0,6.0,0.0,1,0,1.0,2.0,0.2,1.2,1.2,37.5,3.0,13.0,-10.0,0,2,0.0,4.0,0.0,0.6,2.6,2,13,11,1.4444444444444444,1.2222222222222223,2,1
2011-05-22,West Ham,Sunderland,1464.4984779867082,1468.5116914101288,5.0,11.0,-6.0,0,1,0.0,4.0,0.0,1.0,2.2,37.5,7.0,11.0,-4.0,0,1,2.0,3.0,0.4,1.4,2.2,3,13,7,1.4444444444444444,0.7777777777777778,0,3
2011-05-22,Wolves,Blackburn,1462.2909760918164,1487.2534035420547,8.0,7.0,1.0,2,0,2.0,1.0,0.4,1.6,1.4,67.5,3.0,5.0,-2.0,0,0,1.0,2.0,0.2,0.6,1.0,-2,2,7,0.6666666666666666,2.3333333333333335,2,3
2011-08-13,QPR,Bolton,1500.0,1473.0028241803748,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,12.0,-8.0,0,5,0.0,5.0,0.0,0.8,2.4,0,0,0,0.0,0.0,0,4
2011-08-13,Newcastle,Arsenal,1507.5844733038327,1650.3484725018316,8.0,10.0,-2.0,0,0,1.0,1.0,0.2,1.6,2.0,37.5,6.0,9.0,-3.0,0,0,1.0,3.0,0.2,1.2,1.8,-4,9,19,0.75,1.5833333333333333,0,0
2011-08-13,Wigan,Norwich,1470.4875963594395,1432.1718202277711,8.0,8.0,0.0,2,0,2.0,1.0,0.4,1.6,1.6,67.5,7.0,11.0,-4.0,0,1,3.0,2.0,0.6,1.4,2.2,0,0,0,0.0,0.0,1,1
2011-08-13,Fulham,Aston Villa,1551.0251555672398,1542.306575403988,12.0,7.0,5.0,0,0,3.0,1.0,0.6,2.4,1.4,37.49999999999999,6.0,5.0,1.0,2,0,2.0,1.0,0.4,1.2,1.0,-2,15,19,1.0714285714285714,1.3571428571428572,0,0
2011-08-13,Blackburn,Wolves,1494.8818039032305,1454.6625757306406,6.0,5.0,1.0,1,0,2.0,1.0,0.4,1.2,1.0,-22.500000000000004,9.0,9.0,0.0,0,1,2.0,2.0,0.4,1.8,1.8,3,10,4,2.5,1.0,1,2
2011-08-13,Liverpool,Sunderland,1616.5462226770353,1483.4788421114345,13.0,5.0,8.0,0,2,3.0,2.0,0.6,2.6,1.0,67.5,10.0,9.0,1.0,1,0,3.0,2.0,0.6,2.0,1.8,7,18,3,1.8,0.3,1,1
2011-08-14,Stoke,Chelsea,1513.327310372366,1690.6205778864219,6.0,5.0,1.0,0,2,2.0,2.0,0.4,1.2,1.0,37.49999999999999,8.0,6.0,2.0,0,1,2.0,2.0,0.4,1.6,1.2,-5,3,16,0.5,2.6666666666666665,0,0
